"","ring1","ring2","ring3","ring4","ring5","ring6","ring7","ring8","ring9","ring10","ring11","ring12","ring13","ring14","ring15"
"ENSMUSG00000050192",1.11320754716981,1.21311475409836,1.2156862745098,1.06666666666667,1.23809523809524,1.18518518518519,1.18181818181818,1.25,1.16666666666667,1.09677419354839,1.06666666666667,1.2089552238806,1,0,1.22222222222222
"ENSMUSG00000039221",10.2623574144487,8.89451476793249,10.7619047619048,7.21978021978022,10.4770114942529,8.37956204379562,7.66321243523316,5.70689655172414,10.3321678321678,7.46762589928058,8.40350877192983,11.7391304347826,5.5,3.625,7.33333333333333
"ENSMUSG00000063600",1,1.16666666666667,1,0,1,0,1,0,1,0,0,1.14285714285714,1,0,0
"ENSMUSG00000027684",1.2,1,1,0,0,0,0,0,1,0,0,1,0,0,0
"ENSMUSG00000102505",0,0,0,0,0,0,1,0,0,0,0,1.33333333333333,0,0,0
"ENSMUSG00000037737",1,1.14285714285714,1.33333333333333,0,1,0,1.2,0,1,0,1.33333333333333,0,0,0,0
"ENSMUSG00000037730",1,1.06896551724138,1,1,1,1,1.14285714285714,1,1.17391304347826,1,1,1.06666666666667,1,0,1.125
"ENSMUSG00000027702",1.33333333333333,0,0,0,0,0,0,0,0,0,0,1.16666666666667,0,0,0
"ENSMUSG00000027706",2.01648351648352,1.94267515923567,1.76543209876543,1.67391304347826,1.7027027027027,1.69014084507042,1.6830985915493,1.39285714285714,1.99509803921569,1.72941176470588,1.58620689655172,2.29142857142857,1.41176470588235,1.16666666666667,2
"ENSMUSG00000037661",0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
"ENSMUSG00000037652",1.15151515151515,1.11904761904762,1,1,1.21052631578947,1.05882352941176,1.13636363636364,1,1.05714285714286,1,1,1.10810810810811,1,0,1.14285714285714
"ENSMUSG00000037643",1.2,1.21739130434783,1.32,1,1.19444444444444,1.33333333333333,1.17073170731707,1,1.06382978723404,1.03225806451613,1,1.33333333333333,1.14285714285714,0,1.0625
"ENSMUSG00000027660",1.2089552238806,1.12903225806452,1.27692307692308,1.3,1.25925925925926,1.23076923076923,1.19565217391304,1,1.25675675675676,1.25,1.3125,1.17460317460317,1.25,0,1.33333333333333
"ENSMUSG00000037625",2.79292929292929,2.20454545454545,2.73333333333333,2.2112676056338,2.72592592592593,2.09782608695652,1.94047619047619,2.55,2.55232558139535,2.01388888888889,1.0952380952381,1.94630872483221,1.36363636363636,1.66666666666667,1.41379310344828
"ENSMUSG00000069072",1.20833333333333,1.41791044776119,1.16393442622951,1.46666666666667,1.22950819672131,1.32142857142857,1.14754098360656,1.3,1.20253164556962,1.17857142857143,1.16666666666667,1.26530612244898,1,1.66666666666667,1.06666666666667
"ENSMUSG00000037610",1.21428571428571,1,1,0,1,1,1,1,1,1,0,1,0,0,0
"ENSMUSG00000027663",1.31775700934579,1.60330578512397,1.33962264150943,1.31578947368421,1.24590163934426,1.14634146341463,1.36734693877551,1.7,1.46923076923077,1.34246575342466,1.35483870967742,1.5625,1.33333333333333,0,1.16666666666667
"ENSMUSG00000027665",1.1304347826087,1.20289855072464,1.19230769230769,1.3,1.15909090909091,1.23809523809524,1.16923076923077,1.1,1.16923076923077,1.14285714285714,1.25,1.28571428571429,1.16666666666667,0,1.10526315789474
"ENSMUSG00000027667",1.14634146341463,1.175,1.1,1,1.13333333333333,1.06666666666667,1.07142857142857,1.125,1.15384615384615,1,1,1.12,1,0,1.05555555555556
"ENSMUSG00000027668",1.51968503937008,1.5,1.45454545454545,1.32352941176471,1.54666666666667,1.3,1.32978723404255,1.5,1.42758620689655,1.29032258064516,1.48148148148148,1.50714285714286,1.5,0,1.23529411764706
"ENSMUSG00000027669",1.56,1.09677419354839,1.07407407407407,1.11111111111111,1.23529411764706,1,1.07407407407407,0,1.79746835443038,1.13333333333333,1,1.22222222222222,1.33333333333333,0,1
"ENSMUSG00000027671",1.02777777777778,1.09375,1.29268292682927,1.3,1.33333333333333,1.0625,1.07692307692308,0,1.15555555555556,1.05882352941176,1.16666666666667,1.10526315789474,1,0,1
"ENSMUSG00000037531",1.23611111111111,1.30263157894737,1.15714285714286,1.42857142857143,1.28846153846154,1.34782608695652,1.09259259259259,1.13333333333333,1.31944444444444,1.10526315789474,1,1.2,1.75,0,1.1
"ENSMUSG00000027673",6.61302681992337,6.19067796610169,6.73799126637555,4.95238095238095,6.38235294117647,5.776,6.05670103092783,5.07407407407407,6.55871886120996,5.60740740740741,6.53571428571429,8.156,3.89655172413793,2.88888888888889,5.54929577464789
"ENSMUSG00000056900",1.04545454545455,1.0952380952381,1,1,1,1,1.125,1,1,1.07142857142857,1.25,1.08333333333333,0,0,0
"ENSMUSG00000027674",1.38461538461538,1.68253968253968,1.55238095238095,1.65957446808511,1.58241758241758,1.41935483870968,1.52688172043011,1.5,1.49315068493151,1.45454545454545,1.35897435897436,1.66412213740458,1.5,2,1.25
"ENSMUSG00000027677",1.14925373134328,1.3,1.24444444444444,1,1.37037037037037,1.26086956521739,1.3265306122449,1.14285714285714,1.15873015873016,1.24242424242424,1.28571428571429,1.20833333333333,1.2,0,1
"ENSMUSG00000027676",1.0625,1.07142857142857,1.2,0,1,1,1.09090909090909,0,1.0952380952381,1,0,1.06666666666667,0,0,1
"ENSMUSG00000027680",1.26582278481013,1.1875,1.22619047619048,1.39130434782609,1.20754716981132,1.175,1.22,1.17647058823529,1.28089887640449,1.14705882352941,1.16666666666667,1.46428571428571,0,0,1.22727272727273
"ENSMUSG00000105135",1.33333333333333,1.2,1,0,0,1,1,0,1,1,0,1.1,0,0,0
"ENSMUSG00000027679",2.36279069767442,2.505,2.59893048128342,1.73214285714286,2.64429530201342,2.33684210526316,2.5253164556962,2.02857142857143,2.51898734177215,2.25663716814159,2.74468085106383,2.86160714285714,2.26315789473684,2.14285714285714,2.18032786885246
"ENSMUSG00000105176",1,1,1,0,1,0,1.1,0,1.25,1.5,0,1.14285714285714,0,0,0
"ENSMUSG00000104901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000074637",1.43809523809524,1.52747252747253,1.34444444444444,1.35483870967742,1.36363636363636,1.3,1.38461538461538,1.44444444444444,1.27927927927928,1.43181818181818,1.22222222222222,1.37078651685393,1.33333333333333,1.2,1.33333333333333
"ENSMUSG00000105284",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"ENSMUSG00000037400",1.1063829787234,1.13888888888889,1.04166666666667,1.25,1,1,1,1,1.10714285714286,1.17647058823529,1,1.13333333333333,1,1,1
"ENSMUSG00000027708",1.16129032258065,1.28333333333333,1.31147540983607,1.06666666666667,1.06976744186047,1.25,1.27777777777778,1,1.20833333333333,1.11111111111111,1.08333333333333,1.22077922077922,0,0,1.27777777777778
"ENSMUSG00000105095",1,1,1,1,1,0,1,0,1.42857142857143,1,0,1.16666666666667,0,0,1
"ENSMUSG00000027709",1.325,1.0625,1,1.11111111111111,1,1,1.05,1,1.30434782608696,1.15789473684211,1,1.2962962962963,1.33333333333333,0,1
"ENSMUSG00000027710",1.24242424242424,1.29268292682927,1.29310344827586,1.2,1.14285714285714,1.2,1.2741935483871,1,1.18666666666667,1.23076923076923,1.3125,1.22727272727273,1.5,0,1.16666666666667
"ENSMUSG00000105419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000033883",1.1,1.06666666666667,1,1,1,1,1,1,1.09090909090909,1,1,1.04166666666667,0,0,1
"ENSMUSG00000058400",1,1.22727272727273,0,0,0,0,1.28571428571429,0,1.28571428571429,1.1,0,1.07407407407407,0,0,0
"ENSMUSG00000027712",1.89880952380952,1.78985507246377,1.9702380952381,1.93478260869565,2.02521008403361,1.81578947368421,1.66666666666667,2.06451612903226,1.99459459459459,1.89411764705882,1.66666666666667,2.16167664670659,1.625,1,1.84615384615385
"ENSMUSG00000027713",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085007",1.25,1.36619718309859,1,0,1.05263157894737,1,1.48717948717949,0,1.39189189189189,1.5,1.5,1.35714285714286,1,0,1.4
"ENSMUSG00000027714",1.18888888888889,1.24615384615385,1.40983606557377,1.27272727272727,1.19230769230769,1.2972972972973,1.30645161290323,1.41666666666667,1.15217391304348,1.30232558139535,1.28571428571429,1.28735632183908,1.33333333333333,0,1.26923076923077
"ENSMUSG00000027715",1,1,1,0,1,0,0,0,1.4,0,0,0,0,0,0
"ENSMUSG00000037325",1.07142857142857,1.13793103448276,1.125,1,1.1,1,1,0,1.23333333333333,1.06666666666667,1,1.07692307692308,0,0,1
"ENSMUSG00000027716",1.12121212121212,1.05263157894737,1.125,1.14285714285714,1.125,1.35714285714286,1,0,1.04166666666667,1.06666666666667,1.11111111111111,1.03571428571429,0,0,1
"ENSMUSG00000037270",1.28915662650602,1.54545454545455,1.24657534246575,1.16666666666667,1.23404255319149,1.44,1.26785714285714,1,1.24210526315789,1.51282051282051,1.23076923076923,1.39759036144578,1.8,1,1.5
"ENSMUSG00000027720",1,1,1,0,1,1,1,0,1,1,0,1,0,0,0
"ENSMUSG00000104998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000045031",1.3469387755102,1.16666666666667,1.13725490196078,1,1.19230769230769,1.05555555555556,1.14705882352941,0,1.46511627906977,1.11764705882353,1.27272727272727,1.40384615384615,1,0,1
"ENSMUSG00000051444",1.08333333333333,1,1.14285714285714,1,1,1,1,0,1,0,0,1.15384615384615,0,0,0
"ENSMUSG00000037225",1.16129032258065,1.05263157894737,1.16129032258065,1.33333333333333,1.14814814814815,1.15789473684211,1.11111111111111,1.11111111111111,1.05882352941176,1.08333333333333,1.28571428571429,1.05,0,0,1.09090909090909
"ENSMUSG00000050174",1,1.11538461538462,1,1,1.1,1.09090909090909,1,1,1.11111111111111,1.07142857142857,0,1,0,0,1
"ENSMUSG00000027722",1.125,1.17857142857143,1.05555555555556,1,1,1,1.07692307692308,1,1.03571428571429,1,1,1,0,0,1
"ENSMUSG00000104605",1.16666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000037211",1.15151515151515,1.125,1.2,1,1.2,1.14285714285714,1.05882352941176,1,1.08333333333333,1,1,1.07407407407407,1.33333333333333,0,1
"ENSMUSG00000058174",1.14285714285714,1.16666666666667,1,0,1.05555555555556,1,1.11764705882353,1,1.13636363636364,1,1.2,1.06060606060606,0,0,1
"ENSMUSG00000044864",1.09259259259259,1.14285714285714,1.02173913043478,1.16666666666667,1.15,1.07142857142857,1.04166666666667,1.2,1.18,1.125,1.08333333333333,1.22448979591837,1.66666666666667,1,1
"ENSMUSG00000046743",0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"ENSMUSG00000060798",1,1,1.13333333333333,0,1.25,0,1.09090909090909,1,1,1.125,1,1.15384615384615,0,0,0
"ENSMUSG00000025757",1.53846153846154,1.62307692307692,1.5546218487395,1.51428571428571,1.51190476190476,1.35849056603774,1.57425742574257,1.45833333333333,1.48795180722892,1.47058823529412,1.59375,1.54285714285714,1.64285714285714,1.33333333333333,1.375
"ENSMUSG00000025758",1.06666666666667,1.0952380952381,1.07692307692308,1,1.07692307692308,1.0625,1,0,1.04761904761905,1.1,1,1.08333333333333,0,0,1
"ENSMUSG00000025759",1.10714285714286,1.16,1.05,1,1.05,1,1,0,1.04166666666667,1.09090909090909,1,1.11111111111111,0,0,1
"ENSMUSG00000037818",1.08695652173913,1.04761904761905,1.08333333333333,1,1.11111111111111,1,1.04,1,1.06451612903226,1,1,1.04,1,0,1
"ENSMUSG00000107524",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025762",1.14814814814815,1.26470588235294,1,1.14285714285714,1,1.28571428571429,1.15,0,1.16666666666667,1.15384615384615,1.14285714285714,1.12,1,0,1.25
"ENSMUSG00000049940",1.56390977443609,1.72932330827068,1.5,1.40740740740741,1.37974683544304,1.57142857142857,1.53,1.58333333333333,1.36986301369863,1.43076923076923,1.58064516129032,1.6551724137931,1.125,1.25,1.35294117647059
"ENSMUSG00000025764",1.125,1.16949152542373,1.20408163265306,1.16666666666667,1.04166666666667,1,1.18604651162791,1,1.16666666666667,1.31428571428571,1.18181818181818,1.14705882352941,1,0,1
"ENSMUSG00000059834",1.07142857142857,1.16666666666667,1.07142857142857,0,1.33333333333333,1,1,1,1,1,0,1.07692307692308,0,0,1
"ENSMUSG00000025766",1.05882352941176,1.05882352941176,1.07692307692308,1,1,1,1.125,0,1.08695652173913,1.2,1,1,0,0,1
"ENSMUSG00000103082",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"ENSMUSG00000103477",1,1,1,0,1,0,1,0,1,0,0,1,0,0,1.33333333333333
"ENSMUSG00000049100",1.61344537815126,1.63478260869565,1.5188679245283,1.65625,1.67469879518072,1.71428571428571,1.47115384615385,1.21428571428571,1.77702702702703,1.40540540540541,1.52,1.72142857142857,1.38888888888889,0,1.38709677419355
"ENSMUSG00000103713",1,1,1,0,1,0,1.2,0,1,1,1,1.22222222222222,0,0,1
"ENSMUSG00000103947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037892",1,1,1,0,1,1,1,0,1.0625,1,0,1,0,0,1.16666666666667
"ENSMUSG00000027737",1.28888888888889,1.43243243243243,1.26086956521739,1.28571428571429,1.32258064516129,1.16666666666667,1.08571428571429,1,1.06,1.39285714285714,1,1.17857142857143,1,0,1.61904761904762
"ENSMUSG00000023087",1.52205882352941,1.37931034482759,1.59649122807018,1.43478260869565,1.59302325581395,1.40384615384615,1.47126436781609,1.35294117647059,1.36734693877551,1.36363636363636,1.56,1.48461538461538,1.33333333333333,1.25,1.48275862068966
"ENSMUSG00000037174",1.05128205128205,1.10714285714286,1.06896551724138,1,1.05555555555556,1.05882352941176,1.03846153846154,1.11111111111111,1.11111111111111,1,1.14285714285714,1.23684210526316,1,1,1
"ENSMUSG00000087440",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037152",9.92045454545454,10.3677685950413,10.5579399141631,6.46808510638298,10.183908045977,8.00724637681159,10.0358974358974,5.8448275862069,10.8397212543554,9.26950354609929,9.14035087719298,13.1882352941176,5.6875,3.47058823529412,9.27397260273973
"ENSMUSG00000063273",1.26865671641791,1.28301886792453,1.31034482758621,1.33333333333333,1.30952380952381,1.16,1.17073170731707,1.27272727272727,1.265625,1.15151515151515,1.375,1.16129032258065,1,1,1.21428571428571
"ENSMUSG00000027739",1.28571428571429,1.22,1.14285714285714,1,1.125,1,1.1025641025641,1,1.15873015873016,1.25,1.08333333333333,1.22727272727273,1,0,1.25
"ENSMUSG00000037111",1.28448275862069,1.546875,1.32608695652174,1.16,1.28813559322034,1.35,1.49462365591398,1.3,1.38135593220339,1.53125,1.46153846153846,1.48818897637795,1.2,1.25,1.42307692307692
"ENSMUSG00000074604",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000061143",1,1,1,0,0,0,1,0,1,1,0,1,0,0,0
"ENSMUSG00000044167",1.52727272727273,1.11538461538462,1.29850746268657,1.14285714285714,1.23913043478261,1.07407407407407,1.16666666666667,1,1.12903225806452,1.13333333333333,1.25,1.125,0,0,1.18181818181818
"ENSMUSG00000027742",1.20408163265306,1.28358208955224,1.21428571428571,1,1.06060606060606,1.3,1.24074074074074,1.125,1.18518518518519,1.20588235294118,1.05263157894737,1.25675675675676,1.2,0,1.11111111111111
"ENSMUSG00000048332",1.27777777777778,1.22077922077922,1.19298245614035,1.40909090909091,1.08823529411765,1.08333333333333,1.14285714285714,1.2,1.42028985507246,1.40740740740741,1.35714285714286,1.19402985074627,1,0,1.25
"ENSMUSG00000042997",1,1.3125,1,1.22222222222222,1.11111111111111,1,1,0,1.05882352941176,1,1,1,0,0,1
"ENSMUSG00000049504",1.04347826086957,1.25925925925926,1.04,1,1.1,1.28571428571429,1,0,1.09090909090909,1.25,1,1.09090909090909,0,0,1
"ENSMUSG00000027744",0,1,1,0,0,0,0,0,1,0,0,1.57142857142857,0,0,0
"ENSMUSG00000037016",1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"ENSMUSG00000027746",1.64,1.75333333333333,1.73913043478261,1.72093023255814,1.712,1.525,1.82727272727273,1.47826086956522,1.73513513513514,1.50666666666667,1.56410256410256,1.93975903614458,1.875,1.22222222222222,1.95348837209302
"ENSMUSG00000027748",1,1,1.125,1,1,1,1.16666666666667,0,1,1,1,1.07142857142857,1,0,1
"ENSMUSG00000027750",1,1,1,0,0,1,0,0,1,0,0,1.25,0,0,0
"ENSMUSG00000027751",1.10204081632653,1.16666666666667,1.09375,1,1.04761904761905,1.4375,1.13793103448276,1.2,1.17142857142857,1.29411764705882,1.3,1.0625,1.33333333333333,0,1
"ENSMUSG00000027752",1.13888888888889,1.20689655172414,1.14285714285714,1.2,1.14285714285714,1.21212121212121,1.22,1.08333333333333,1.18918918918919,1.20689655172414,1.15,1.20289855072464,1,0,1.0952380952381
"ENSMUSG00000036632",1.275,1.27027027027027,1.38095238095238,1.08333333333333,1.23913043478261,1.26923076923077,1.27272727272727,1.16666666666667,1.28395061728395,1.13333333333333,1.13333333333333,1.31521739130435,1,1,1.15384615384615
"ENSMUSG00000027796",1,1,1.125,1.25,1,1,1.0625,0,1,1,1,1.15384615384615,0,0,0
"ENSMUSG00000036615",1.27272727272727,1.34146341463415,1.25,1.10526315789474,1.20833333333333,1.14705882352941,1.18032786885246,1.21428571428571,1.29032258064516,1.28260869565217,1.35294117647059,1.45652173913043,1.22222222222222,1,1.35
"ENSMUSG00000056306",1.08,1.3,1,1.33333333333333,1.2,1,1.27586206896552,1.2,1.13636363636364,1.125,1.5,1.05882352941176,0,0,1
"ENSMUSG00000027793",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000036580",1.23809523809524,1.17741935483871,1.19672131147541,1.23076923076923,1.15555555555556,1.20833333333333,1.1063829787234,1.33333333333333,1.28089887640449,1.14705882352941,1,1.15254237288136,0,0,1.1
"ENSMUSG00000048655",0,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000027797",3.03139013452915,4.05581395348837,3.37837837837838,2.25581395348837,3.08196721311475,2.9438202247191,3.35632183908046,1.75,3.15546218487395,3.13913043478261,3.44230769230769,3.87555555555556,2.42857142857143,2.16666666666667,3.21311475409836
"ENSMUSG00000106651",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000027799",1.65957446808511,1.77941176470588,1.70161290322581,1.66666666666667,1.48611111111111,1.83720930232558,1.73214285714286,1.22222222222222,1.68027210884354,1.81944444444444,1.43589743589744,1.97368421052632,1.33333333333333,0,1.48717948717949
"ENSMUSG00000056947",1.1875,1,1.38461538461538,0,0,1,0,0,1.14285714285714,0,0,1.08333333333333,0,0,0
"ENSMUSG00000104938",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000027800",2.23232323232323,1.39393939393939,3.64179104477612,1.64444444444444,4.21311475409836,3.05,1.38461538461538,2.08823529411765,2.02173913043478,1.9,4.83333333333333,1.89772727272727,1.11111111111111,1.88888888888889,8.03333333333333
"ENSMUSG00000027803",1.28571428571429,1.06666666666667,1.25,1,1.03225806451613,1.14285714285714,1.13333333333333,1.16666666666667,1.13157894736842,1.06666666666667,1,1.08,0,0,1
"ENSMUSG00000104965",1,1.2,0,0,0,0,0,0,0,1,0,0,0,0,1
"ENSMUSG00000036513",1.23880597014925,1.24193548387097,1.28333333333333,1.10526315789474,1.33333333333333,1.10714285714286,1.27906976744186,1,1.22727272727273,1.13888888888889,1.17647058823529,1.30882352941176,1,0,1.11764705882353
"ENSMUSG00000105389",0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000074591",1.16666666666667,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"ENSMUSG00000036503",2.0875,1.77777777777778,1.69078947368421,1.4047619047619,1.66666666666667,1.52459016393443,1.68269230769231,1.39130434782609,1.81675392670157,1.67857142857143,1.79411764705882,1.85365853658537,1.28571428571429,1,1.75675675675676
"ENSMUSG00000027805",4.88671875,6.58008658008658,4.2,3.34328358208955,4.00613496932515,3.47663551401869,5.98395721925134,3.33333333333333,5.83214285714286,5.47328244274809,6.61111111111111,7.08064516129032,4.11538461538461,2.125,5.21428571428571
"ENSMUSG00000027806",1.04761904761905,1.10416666666667,1.12244897959184,1.22222222222222,1,1.0625,1.18181818181818,1,1.1063829787234,1.21052631578947,1.3,1.18421052631579,1,1,1.06666666666667
"ENSMUSG00000027808",1.4051724137931,1.38888888888889,1.38235294117647,1.45833333333333,1.4047619047619,1.32608695652174,1.26829268292683,1.63157894736842,1.49565217391304,1.5,1.4,1.58461538461538,1.63636363636364,1,1.67647058823529
"ENSMUSG00000027810",1.32530120481928,1.31325301204819,1.24,1.25,1.35185185185185,1.21875,1.27272727272727,1.16666666666667,1.25,1.36734693877551,1.29166666666667,1.27710843373494,1,1,1.14285714285714
"ENSMUSG00000075700",2.11675126903553,2.30964467005076,1.98837209302326,1.79166666666667,1.896,1.68421052631579,2.16883116883117,1.38709677419355,1.97787610619469,1.73958333333333,2.23684210526316,2.19354838709677,2.375,1.375,2
"ENSMUSG00000070471",1,1,1,0,0,0,1,0,1,0,0,1,0,0,1
"ENSMUSG00000036432",1.15909090909091,1.21212121212121,1.125,1,1.18181818181818,1.04761904761905,1.18421052631579,1.16666666666667,1.30232558139535,1.25,1.1,1.16363636363636,1,0,1
"ENSMUSG00000101860",1.25,1,1,0,1,0,0,0,1,1,0,1,0,0,0
"ENSMUSG00000043850",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056476",1.06896551724138,1.09677419354839,1.05555555555556,1,1,1.11111111111111,1.22222222222222,1.33333333333333,1.04761904761905,1.09090909090909,1,1.2,0,0,1.14285714285714
"ENSMUSG00000050075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036381",1.14285714285714,1,1.14285714285714,1,1,1.33333333333333,1.2,0,1.08333333333333,0,1,1.09090909090909,0,0,0
"ENSMUSG00000036362",1.18181818181818,1.18181818181818,1,0,1,1,1.22222222222222,0,1,1.375,1,1.0625,0,0,1.25
"ENSMUSG00000036353",1.07142857142857,1.33333333333333,1,0,1.16666666666667,1,1.13636363636364,0,1.37037037037037,1.04545454545455,1.4,1.29032258064516,1.375,0,1.16666666666667
"ENSMUSG00000036334",1,1,1,0,0,0,0,0,1.16666666666667,0,0,1,0,0,0
"ENSMUSG00000027762",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000027763",1.26923076923077,1.34020618556701,1.25773195876289,1.26923076923077,1.35384615384615,1.12727272727273,1.33333333333333,1.27777777777778,1.32584269662921,1.2093023255814,1.35294117647059,1.32432432432432,1.57142857142857,1,1.16
"ENSMUSG00000027765",1,1,1.125,1,1.2,1.28571428571429,1,0,1.2,0,0,1,0,0,0
"ENSMUSG00000036894",1.20833333333333,1.43333333333333,1.30769230769231,1.05882352941176,1.23809523809524,1.32352941176471,1.2,1.16666666666667,1.33333333333333,1.22222222222222,1.23076923076923,1.18518518518519,1,0,1.25
"ENSMUSG00000053706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036885",1.09090909090909,1.13513513513514,1.075,1.1,1.16666666666667,1,1.06666666666667,1,1.0377358490566,1.23529411764706,1.125,1.08823529411765,1,0,1
"ENSMUSG00000027770",1.26605504587156,1.32530120481928,1.35443037974684,1.2,1.33333333333333,1.34210526315789,1.21428571428571,1.22222222222222,1.27358490566038,1.29787234042553,1.18181818181818,1.37962962962963,1,0,1.36363636363636
"ENSMUSG00000043441",1.1,1,1,1,1.11111111111111,1,0,1.5,1,1,0,1,0,0,0
"ENSMUSG00000027820",1.04545454545455,1,1.25,1.4,1.26315789473684,1.08333333333333,1,1.16666666666667,1,1,0,1,0,0,1
"ENSMUSG00000103476",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000036834",1.13333333333333,1.09090909090909,1.04761904761905,0,1.1,1.125,1.13333333333333,1.4,1.09090909090909,1,0,1.23076923076923,0,0,0
"ENSMUSG00000048581",1,1.15789473684211,1,0,1,1,1.28571428571429,0,1.13333333333333,1,1,1.05882352941176,0,0,1.14285714285714
"ENSMUSG00000027822",1.10909090909091,1.07843137254902,1.18421052631579,1,1.25,1.16666666666667,1.24242424242424,1.4,1.19672131147541,1.11111111111111,1.09090909090909,1.31372549019608,0,0,1
"ENSMUSG00000027823",1.39175257731959,1.54838709677419,1.33333333333333,1.66666666666667,1.28571428571429,1.17857142857143,1.28378378378378,1.22222222222222,1.33333333333333,1.44186046511628,1.27777777777778,1.38317757009346,1.41666666666667,1.33333333333333,1.33333333333333
"ENSMUSG00000027824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000027827",2.45985401459854,1.37037037037037,3.33587786259542,1.73076923076923,2.9438202247191,2.40322580645161,1.25757575757576,1.15384615384615,1.4957264957265,1.36,1.3,1.38532110091743,1,0,1.66666666666667
"ENSMUSG00000027828",1.56551724137931,1.66901408450704,1.67647058823529,1.57894736842105,1.67676767676768,1.57142857142857,1.51515151515152,1.44444444444444,1.5126582278481,1.57692307692308,1.20588235294118,1.61805555555556,1.38461538461538,1.5,1.55555555555556
"ENSMUSG00000034640",1.03448275862069,1.1,1.18518518518519,1,1.13333333333333,1.0625,1,1.2,1.03571428571429,1.07142857142857,1,1.05263157894737,0,0,1
"ENSMUSG00000074579",1,1,1,0,1,1,1,0,1.11764705882353,1,0,1.26666666666667,0,0,0
"ENSMUSG00000027829",1.15384615384615,1.08108108108108,1.21951219512195,1,1.13157894736842,1.04761904761905,1,1,1.08823529411765,1.14285714285714,1,1.08823529411765,1,0,1.16666666666667
"ENSMUSG00000027832",3.46753246753247,1.08333333333333,3.01176470588235,1.80952380952381,4.15492957746479,4.64,1,1,2.65384615384615,1.72727272727273,3.625,1.27586206896552,0,1,4.21052631578947
"ENSMUSG00000027833",2.125,1,1.7741935483871,1,1.16666666666667,1,1,1,1.74193548387097,0,0,1.08333333333333,0,0,0
"ENSMUSG00000034544",1.2125,1.36363636363636,1.15492957746479,1.35294117647059,1.13953488372093,1.11111111111111,1.22222222222222,1,1.32291666666667,1.05882352941176,1.1,1.3,1.33333333333333,0,1.3125
"ENSMUSG00000048416",2.28571428571429,1,1.63636363636364,0,1.33333333333333,0,1.5,0,1.5,1.2,0,1.55,0,0,0
"ENSMUSG00000027774",1.2027027027027,1.27777777777778,1.16393442622951,1.16666666666667,1.26666666666667,1.20689655172414,1.16363636363636,1.23076923076923,1.42465753424658,1.07142857142857,1.15384615384615,1.34920634920635,1.8,1,1.13333333333333
"ENSMUSG00000047557",2.11640211640212,1.76760563380282,1.87179487179487,1.66666666666667,2.05172413793103,1.72727272727273,1.67241379310345,1.8,2.31720430107527,1.60919540229885,1.48387096774194,1.81645569620253,1.38461538461538,1,1.55263157894737
"ENSMUSG00000103703",1,1,1,0,1,0,1,0,1,0,0,1,0,0,0
"ENSMUSG00000049404",1.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000027775",1.18181818181818,1.22535211267606,1.18181818181818,1.36363636363636,1.18181818181818,1.04545454545455,1.234375,1.11111111111111,1.22857142857143,1.07407407407407,1,1.27941176470588,1.14285714285714,0,1.13636363636364
"ENSMUSG00000027777",1.4,1.1,1,1,1,1,1,0,1,1.14285714285714,0,1,0,0,0
"ENSMUSG00000027776",1,1.125,1,0,0,1,1.15,0,1.1,1,0,1,0,0,1
"ENSMUSG00000046999",1.13793103448276,1.02941176470588,1,0,1,1,1.23076923076923,0,1.15384615384615,1,1.44444444444444,1.13333333333333,1,0,1.21428571428571
