"","ring1","ring2","ring3","ring4","ring5","ring6","ring7","ring8","ring9","ring10","ring11","ring12","ring13","ring14","ring15"
"ENSMUSG00000027778",1.02857142857143,1.05555555555556,1.05882352941176,1.14285714285714,1.26315789473684,1.1,1.11538461538462,0,1.14705882352941,1.11111111111111,1,1.09677419354839,0,0,1
"ENSMUSG00000034349",1,1,1.1,1,1,1,1,1,1,0,1,1,0,0,0
"ENSMUSG00000034317",1,1.07692307692308,1,1,1,1,1.22222222222222,1,1.08695652173913,1,0,1.0625,0,0,1
"ENSMUSG00000027782",1.39047619047619,1.44791666666667,1.37037037037037,1.28571428571429,1.20689655172414,1.31818181818182,1.3448275862069,1.23076923076923,1.28571428571429,1.30357142857143,1.52,1.50980392156863,1.42857142857143,0,1.5
"ENSMUSG00000027784",1.22857142857143,1.59,1.13559322033898,1.14285714285714,1.25806451612903,1.13636363636364,1.41333333333333,1.45454545454545,1.2680412371134,1.22727272727273,1.1875,1.34065934065934,1,0,1.45454545454545
"ENSMUSG00000043300",1.14705882352941,1.47422680412371,1.16470588235294,1.375,1.04166666666667,1.04166666666667,1.40229885057471,1,1.25233644859813,1.28571428571429,1.35483870967742,1.54166666666667,1.375,0,1.23809523809524
"ENSMUSG00000027787",1.2037037037037,1.14893617021277,1.13207547169811,1.09090909090909,1.15555555555556,1.34782608695652,1.2,1.125,1.15686274509804,1.06896551724138,1.33333333333333,1.21428571428571,1,0,1.26666666666667
"ENSMUSG00000043461",1,1.09090909090909,1,0,1,0,1,0,1,1,0,1.21428571428571,0,0,0
"ENSMUSG00000102753",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000048304",1,1,1.06451612903226,1.125,1,1.05555555555556,1.18181818181818,0,1.06666666666667,1.08333333333333,1,1.08571428571429,1,0,1.125
"ENSMUSG00000027792",0,1,1,0,1,0,0,0,1.5,1.25,0,0,0,0,0
"ENSMUSG00000102420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000034151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000027835",1.68148148148148,1.63571428571429,1.67692307692308,1.72,1.48101265822785,1.42857142857143,1.4622641509434,1.68421052631579,1.54601226993865,1.57534246575342,1.63888888888889,1.66666666666667,1.3,1,1.4
"ENSMUSG00000027834",1.97163120567376,3.26315789473684,1.64285714285714,1.12,1.82558139534884,1.42592592592593,2.67515923566879,1.2,2.13157894736842,2.58653846153846,2.76595744680851,3.21390374331551,2.0952380952381,0,2.82456140350877
"ENSMUSG00000034109",1.04347826086957,1.0625,1.04,1.11111111111111,1,1,1,1.4,1.11111111111111,1,0,1.06666666666667,0,0,1
"ENSMUSG00000034098",1.17391304347826,1.125,1,1,1,1,1,0,1.13793103448276,1,0,1.08,0,0,0
"ENSMUSG00000062232",1.34146341463415,1.36781609195402,1.36046511627907,1,1.3265306122449,1.375,1.33870967741935,1.25,1.35802469135802,1.41304347826087,1.08333333333333,1.42857142857143,1.33333333333333,1,1.64516129032258
"ENSMUSG00000061175",1.06666666666667,1,1.125,0,1,1,1.1,0,1,1,0,1,0,0,0
"ENSMUSG00000027804",1.62987012987013,1.55555555555556,1.67692307692308,1.6,1.63736263736264,1.24074074074074,1.62727272727273,1.54545454545455,1.57894736842105,1.49230769230769,1.55882352941176,1.80666666666667,1.8,1.2,1.71794871794872
"ENSMUSG00000027809",1.18518518518519,1.15384615384615,1.09615384615385,1.4,1.15151515151515,1.17647058823529,1,1.14285714285714,1.23809523809524,1.07142857142857,1,1.30769230769231,1,0,1
"ENSMUSG00000027811",1,1,1,0,1.125,0,1,0,1,0,0,1,0,0,0
"ENSMUSG00000034009",1.14285714285714,1.11111111111111,1,0,0,0,1,0,1.07142857142857,1.33333333333333,0,1.08333333333333,0,0,0
"ENSMUSG00000027956",1,1.06451612903226,1.08333333333333,0,1,1,1,1,1,1,1,1.05882352941176,1,0,1
"ENSMUSG00000027955",1,1,1,0,1.16666666666667,0,1,0,1.16666666666667,0,0,1,0,0,0
"ENSMUSG00000033981",2.06432748538012,2.17415730337079,1.90566037735849,1.66666666666667,2.04950495049505,1.91803278688525,2.20645161290323,1.4375,2.18905472636816,2.41836734693878,2.18181818181818,2.56914893617021,2.2,0,2.17857142857143
"ENSMUSG00000028020",2.18274111675127,2.52659574468085,2.08917197452229,1.47916666666667,2.07272727272727,1.90909090909091,2.98648648648649,2,2.22119815668203,2.4954128440367,2.81818181818182,2.665,2,2.16666666666667,2.37735849056604
"ENSMUSG00000028019",1.09090909090909,1.3,1,0,1,1.14285714285714,1,0,1.0625,1,1.33333333333333,1,0,0,0
"ENSMUSG00000028015",1.12962962962963,1.14754098360656,1.08510638297872,1,1.12,1.16666666666667,1.16326530612245,1,1.16666666666667,1.12,1,1.15094339622642,1,0,1
"ENSMUSG00000028011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028005",1.671875,1.67256637168142,1.88805970149254,1.61904761904762,1.8641975308642,1.88,1.89285714285714,1.11764705882353,1.48979591836735,1.69620253164557,1.80555555555556,1.87142857142857,1.91666666666667,0,1.80555555555556
"ENSMUSG00000033910",1.37037037037037,1.38571428571429,1.44444444444444,1.33333333333333,1.43396226415094,1.55555555555556,1.66129032258065,1.16666666666667,1.2,1.30909090909091,1.42857142857143,1.47826086956522,1.22222222222222,0,1.22727272727273
"ENSMUSG00000033900",1.30434782608696,1.51219512195122,1.19354838709677,1.27272727272727,1.19230769230769,1.25806451612903,1.42028985507246,1.44444444444444,1.38157894736842,1.28260869565217,1.34615384615385,1.50549450549451,1,0,1.18181818181818
"ENSMUSG00000028004",1.125,1,1,1.14285714285714,1.33333333333333,1,1,1.33333333333333,1,1.25,0,1.05882352941176,0,0,0
"ENSMUSG00000027998",1.27160493827161,1.14705882352941,1.20987654320988,1.27777777777778,1.24528301886792,1.18181818181818,1.22058823529412,1.22222222222222,1.19178082191781,1.14285714285714,1.2,1.36144578313253,1,1,1.22222222222222
"ENSMUSG00000102692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000027996",1,0,1.16666666666667,0,0,0,1,0,1,0,0,1,0,0,0
"ENSMUSG00000027995",1.06666666666667,1.11764705882353,1,0,1.33333333333333,1,1.07692307692308,0,1.05263157894737,1,0,1.45454545454545,0,0,1
"ENSMUSG00000033767",1.11111111111111,1,1,1,1,1.28571428571429,1,0,1.06666666666667,1,1,1,0,0,0
"ENSMUSG00000033752",1.33333333333333,1,0,0,1,0,1.14285714285714,0,1.11111111111111,0,0,1.125,0,0,0
"ENSMUSG00000027993",1.94827586206897,2.22159090909091,1.7797619047619,1.88235294117647,1.8671875,1.77333333333333,1.96899224806202,1.85294117647059,1.92783505154639,1.81914893617021,1.78947368421053,2.0939226519337,2.5,1.6,1.84
"ENSMUSG00000041842",1,1,1,0,1,1,0,0,1,0,0,1,0,0,0
"ENSMUSG00000074513",1.07317073170732,1.07692307692308,1.05714285714286,1,1.13513513513514,1.11764705882353,1,1.25,1.06666666666667,1.11538461538462,1.1,1.19512195121951,1,1,1
"ENSMUSG00000056498",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028086",1.43518518518519,1.67910447761194,1.28205128205128,1.125,1.22448979591837,1.45454545454545,1.60683760683761,1,1.47244094488189,1.74324324324324,1.84375,1.57936507936508,1.5,0,1.77142857142857
"ENSMUSG00000028085",1.05660377358491,1.22033898305085,1.30612244897959,1,1.12820512820513,1.17647058823529,1.16666666666667,1.16666666666667,1.14285714285714,1.25,1.2,1.29090909090909,1.5,0,1.3125
"ENSMUSG00000051000",1,1,0,0,0,0,0,0,1.1,1,0,1.1,0,0,0
"ENSMUSG00000031286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028082",1.42105263157895,1.09090909090909,1,1,1,1.16666666666667,1.07142857142857,1,1.3,1,0,1.42857142857143,0,0,0
"ENSMUSG00000028081",15.6022727272727,15.3918367346939,16.6239316239316,8.86,16.1485714285714,11.8013698630137,14.0612244897959,8.74193548387097,15.7689655172414,12.5744680851064,14.3859649122807,16.67578125,8.35483870967742,5.05263157894737,13.5068493150685
"ENSMUSG00000028080",1.09090909090909,1.06451612903226,1.08333333333333,1,1.09090909090909,1,1.0952380952381,1,1.17142857142857,1,1,1.06060606060606,0,0,1.2
"ENSMUSG00000057777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028078",1.46666666666667,1.265625,1.3695652173913,1.14285714285714,1.25925925925926,1.27272727272727,1.25396825396825,1,1.29126213592233,1.11627906976744,1.27272727272727,1.2987012987013,1.25,0,1.125
"ENSMUSG00000028076",1,1.33333333333333,0,0,1.25,0,0,0,1,0,0,1,0,0,0
"ENSMUSG00000041734",1.25,0,0,0,1,1,0,0,0,0,0,1.125,0,0,0
"ENSMUSG00000015852",1.93,1.890625,1.81333333333333,1.2,2.13333333333333,1.23529411764706,2.02061855670103,1,1.80952380952381,1.79220779220779,1.6,1.82644628099174,1.85714285714286,0,2.51428571428571
"ENSMUSG00000059994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000003382",1.04761904761905,1.16666666666667,1.05,1.16666666666667,1.11111111111111,1,1.13333333333333,0,1.03846153846154,1.08333333333333,1,1.1,0,0,1
"ENSMUSG00000041977",1.27118644067797,1.19718309859155,1.11111111111111,1.18181818181818,1.03846153846154,1.0625,1.11538461538462,1.4,1.21875,1.16666666666667,1,1.07692307692308,1,0,1.07692307692308
"ENSMUSG00000023084",1,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0
"ENSMUSG00000028073",1,1,1.2,1,1,0,1,0,1.08333333333333,1,1,1.09090909090909,0,0,1.33333333333333
"ENSMUSG00000028072",0,0,1.25,1.6,1.11111111111111,1.5,0,0,1,0,0,0,0,0,0
"ENSMUSG00000005640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000004895",1.1864406779661,1.21153846153846,1.17142857142857,1,1.14285714285714,1.19047619047619,1.09375,1,1.21428571428571,1.21052631578947,1.14285714285714,1.18367346938776,1.25,0,1.09090909090909
"ENSMUSG00000004897",1.92817679558011,2.0126582278481,1.89308176100629,1.82978723404255,2.0327868852459,1.76923076923077,2.08148148148148,2.30434782608696,1.9746192893401,2.02150537634409,1.8974358974359,2.07216494845361,1.73684210526316,1.2,1.62222222222222
"ENSMUSG00000019710",1.76470588235294,1.6,1.5,1.63157894736842,1.74468085106383,1.46031746031746,1.55660377358491,1.59090909090909,1.69005847953216,1.44615384615385,1.60606060606061,1.66666666666667,1.38461538461538,1,1.45714285714286
"ENSMUSG00000004896",1.15,1.10344827586207,1.13636363636364,1,1.06666666666667,1.14285714285714,1.05555555555556,1,1.08108108108108,1,1.125,1.06976744186047,1,0,1
"ENSMUSG00000048039",1,1,1.15384615384615,1,1,1.125,1,1,1,1,0,1,0,0,1
"ENSMUSG00000004885",1,1.25,1.2,0,1.125,1.28571428571429,1,0,1,1.29411764705882,0,1.125,0,0,1.71428571428571
"ENSMUSG00000004891",1.3921568627451,1.04166666666667,1.53623188405797,1.88636363636364,1.64634146341463,1.56060606060606,1,1.79310344827586,1.1,1,1.8,1.14814814814815,0,1.375,1.33333333333333
"ENSMUSG00000004892",1.91764705882353,2.7005076142132,1.71428571428571,1.88235294117647,1.77777777777778,1.38709677419355,2.47682119205298,2.22222222222222,2.00518134715026,2.28301886792453,2.11111111111111,2.34358974358974,1.95454545454545,1.33333333333333,1.92307692307692
"ENSMUSG00000004894",1.3448275862069,1.46875,1.25531914893617,1.375,1.18604651162791,1.05555555555556,1.06666666666667,1,1.42857142857143,1,1,1.26470588235294,0,0,1.2
"ENSMUSG00000105843",1.21875,1.04166666666667,1.07692307692308,1,1,1.27272727272727,1.07142857142857,0,1.27777777777778,1.07692307692308,0,1.22222222222222,0,0,1
"ENSMUSG00000028069",1.15686274509804,1.05405405405405,1.24561403508772,1.05263157894737,1.03125,1.13636363636364,1.03030303030303,1.1,1,1.17647058823529,1.14285714285714,1.10416666666667,1,1,1
"ENSMUSG00000028070",2.11290322580645,2.24698795180723,1.95081967213115,1.57777777777778,2,1.70588235294118,2.11805555555556,1.7,2.19230769230769,1.72115384615385,2.09756097560976,2.63207547169811,1.64705882352941,1.71428571428571,1.85714285714286
"ENSMUSG00000028068",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000001419",1.52380952380952,1.80597014925373,1.58677685950413,1.25925925925926,1.51282051282051,1.68181818181818,1.71304347826087,1.25,1.70588235294118,1.92647058823529,1.83783783783784,1.74829931972789,1.46153846153846,1,1.41666666666667
"ENSMUSG00000104445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000010538",1,1.07407407407407,1,1,1,1,1.1,1,1.10526315789474,1,1,1,0,0,1
"ENSMUSG00000001416",2.22330097087379,2.07821229050279,2.21590909090909,2.51724137931034,2.56115107913669,2.29473684210526,1.84827586206897,1.89473684210526,2.01951219512195,1.78651685393258,1.90697674418605,2.21578947368421,1.36842105263158,1.63636363636364,1.95238095238095
"ENSMUSG00000001418",1.67175572519084,1.52678571428571,1.33057851239669,1.34782608695652,1.51219512195122,1.40384615384615,1.48780487804878,1.15384615384615,1.75806451612903,1.51612903225806,1.4,1.69672131147541,1.25,0,1.33333333333333
"ENSMUSG00000001420",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001415",1.46464646464646,1.37362637362637,1.46938775510204,1.28,1.3943661971831,1.61764705882353,1.41891891891892,1.15384615384615,1.35454545454545,1.33333333333333,1.47619047619048,1.30693069306931,1.5,1,1.25
"ENSMUSG00000041423",1.04545454545455,1.19047619047619,1.11764705882353,1,1,1,1.33333333333333,0,1.04,1.11111111111111,1,1.11764705882353,0,0,1.14285714285714
"ENSMUSG00000074489",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000074486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028066",1.24,1.10526315789474,1,1.33333333333333,1,1.23076923076923,1.07692307692308,1,1,1.07142857142857,1.2,1.03030303030303,0,0,1
"ENSMUSG00000050144",1.36363636363636,1.26086956521739,1.23809523809524,1.125,1.25,1.03125,1.16279069767442,1.11111111111111,1.35135135135135,1.2093023255814,1.3,1.31,1.28571428571429,0,1.22727272727273
"ENSMUSG00000028064",1.125,1.18867924528302,1.02702702702703,1,1.10526315789474,1.28571428571429,1.13636363636364,1,1.12307692307692,1.32,1.09090909090909,1.31481481481481,1.2,0,1.05555555555556
"ENSMUSG00000028063",1.35087719298246,1.31958762886598,1.5,1.60869565217391,1.51764705882353,1.32786885245902,1.3804347826087,1.74193548387097,1.46825396825397,1.55172413793103,1.53571428571429,1.42741935483871,1.3,1.5,1.63157894736842
"ENSMUSG00000074480",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000008601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028062",3.02991452991453,2.96190476190476,2.75,2.69491525423729,2.74025974025974,2.78787878787879,2.76436781609195,2.32432432432432,3.04347826086957,2.59016393442623,2.73913043478261,3.33480176211454,1.64,1.4,2.46551724137931
"ENSMUSG00000008604",1.55789473684211,1.67924528301887,1.44554455445545,1.25,1.4,1.20512820512821,1.39080459770115,1.2,1.47933884297521,1.37878787878788,1.42857142857143,1.60169491525424,1.42857142857143,0,1.73529411764706
"ENSMUSG00000041355",2.19337016574586,2.04907975460123,2.01796407185629,1.58695652173913,2.03076923076923,1.71604938271605,2.1171875,2,1.99537037037037,1.8659793814433,2.125,2.31707317073171,1.86666666666667,1.125,1.93333333333333
"ENSMUSG00000028059",1.32692307692308,1.53846153846154,1.33673469387755,1.4,1.33333333333333,1.42857142857143,1.48809523809524,1.07692307692308,1.27083333333333,1.22,1.30769230769231,1.53191489361702,1.6,0,1.36
"ENSMUSG00000028060",1.11764705882353,1.1025641025641,1.18518518518519,1,1.04166666666667,1.05263157894737,1.125,1,1.05555555555556,1.11111111111111,1,1.02631578947368,0,0,1.28571428571429
"ENSMUSG00000028057",1.48623853211009,1.568,1.28070175438596,1.22727272727273,1.41935483870968,1.51282051282051,1.37037037037037,1.31578947368421,1.48936170212766,1.50746268656716,1.35714285714286,1.71969696969697,1.21428571428571,1.66666666666667,1.35294117647059
"ENSMUSG00000068923",5.06666666666667,5.33898305084746,5.02666666666667,3.49275362318841,4.93939393939394,3.98245614035088,5.04324324324324,2.83783783783784,4.76512455516014,4.61940298507463,5.08928571428571,5.44489795918367,3.24137931034483,1.4,4.63768115942029
"ENSMUSG00000054199",1.15254237288136,1.203125,1.25,1.25,1.11111111111111,1.16,1.16949152542373,1.22222222222222,1.26582278481013,1.375,1.28571428571429,1.14285714285714,1.16666666666667,0,1.3125
"ENSMUSG00000068922",1.15686274509804,1.14,1.05882352941176,1,1.05882352941176,1.15151515151515,1.15789473684211,1.28571428571429,1.20338983050847,1.16,1.25,1.10344827586207,0,0,1.05555555555556
"ENSMUSG00000068921",1.68125,1.87323943661972,1.62589928057554,1.71052631578947,1.80898876404494,1.51666666666667,1.82352941176471,1.52631578947368,1.59090909090909,1.5875,1.74285714285714,1.8562874251497,1.3,1,1.85714285714286
"ENSMUSG00000028053",1.16071428571429,1.22857142857143,1.12162162162162,1.1875,1.21212121212121,1.2962962962963,1.11111111111111,1.16666666666667,1.16666666666667,1.30769230769231,1.23809523809524,1.2,1.25,0,1.16666666666667
"ENSMUSG00000041263",1.7239263803681,1.96913580246914,1.63565891472868,1.56666666666667,1.62365591397849,1.61666666666667,1.82089552238806,1.43478260869565,1.91935483870968,1.67058823529412,2.11428571428571,2.15340909090909,1.94117647058824,1.28571428571429,1.86666666666667
"ENSMUSG00000059743",2.15606936416185,1.87037037037037,1.87654320987654,1.91304347826087,1.94166666666667,1.67105263157895,1.7244094488189,2.16666666666667,2.50236966824645,1.55,1.65714285714286,2.0855614973262,1.33333333333333,1.2,1.77272727272727
"ENSMUSG00000028051",1.08695652173913,1,1.03448275862069,1,1.25,1,1.07142857142857,1,1.12903225806452,1,1.33333333333333,1.04347826086957,0,0,1
"ENSMUSG00000068917",1.12244897959184,1.21428571428571,1.08333333333333,1.2,1.10526315789474,1.04545454545455,1.31578947368421,1,1.1,1.18181818181818,1.22222222222222,1.2,0,0,1.16666666666667
"ENSMUSG00000028049",1.89808917197452,1.60992907801418,1.7516339869281,1.76744186046512,1.63917525773196,1.59701492537313,1.55238095238095,1.78947368421053,1.79268292682927,1.54651162790698,1.58974358974359,1.78698224852071,1.33333333333333,1.16666666666667,1.4375
"ENSMUSG00000032657",1.3,1.29591836734694,1.14754098360656,1.35714285714286,1.14705882352941,1.175,1.4375,1,1.21359223300971,1.33333333333333,1.14285714285714,1.38461538461538,1,0,1.15789473684211
"ENSMUSG00000028048",1.23809523809524,1.3134328358209,1.19354838709677,1.25,1.16,1.07692307692308,1.22,1,1.3448275862069,1.25925925925926,1.125,1.22388059701493,1,1,1.33333333333333
"ENSMUSG00000064068",1.72222222222222,1.55645161290323,1.5,1.12903225806452,1.42682926829268,1.58333333333333,1.48888888888889,1.21428571428571,1.55555555555556,1.44594594594595,1.75,1.5,1.45454545454545,0,1.35555555555556
"ENSMUSG00000105692",1,1.15384615384615,1,1,1.25,0,1.16666666666667,0,1.125,1.2,1,1,0,0,0
"ENSMUSG00000028047",1.22666666666667,1.18,1.26315789473684,1.27777777777778,1.2156862745098,1.55172413793103,1.08571428571429,1.125,1.28378378378378,1.19354838709677,1,1.24615384615385,1,0,1.26666666666667
"ENSMUSG00000042784",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000042766",1.37037037037037,1.48780487804878,1.5,1.23809523809524,1.3448275862069,1.4,1.52873563218391,1.15384615384615,1.32142857142857,1.46875,1.55555555555556,1.48648648648649,2,0,1.45161290322581
"ENSMUSG00000042747",3.57377049180328,3.22549019607843,3.40990990990991,3.81967213114754,3.68072289156627,3.29824561403509,2.84659090909091,2.93478260869565,3.59448818897638,2.79661016949153,3.38461538461538,3.94713656387665,1.96153846153846,1.92857142857143,3.08695652173913
"ENSMUSG00000042737",2.42465753424658,2.44791666666667,2.60204081632653,2.08196721311475,2.51700680272109,2.10752688172043,2.16352201257862,1.88571428571429,2.69747899159664,2.09433962264151,2.28888888888889,2.79090909090909,1.52173913043478,1.4,2.17241379310345
"ENSMUSG00000027953",1.42156862745098,1.50862068965517,1.36697247706422,1.21739130434783,1.33846153846154,1.42553191489362,1.47706422018349,1.35294117647059,1.48529411764706,1.45901639344262,1.53333333333333,1.41428571428571,1.21428571428571,0,1.375
"ENSMUSG00000027954",1.11764705882353,1,1,1,1,1,1.09090909090909,1,1.13636363636364,1.11111111111111,1,1.08333333333333,0,0,1
"ENSMUSG00000028039",1.34042553191489,1.42574257425743,1.31506849315068,1.1875,1.2972972972973,1.29032258064516,1.5,1.33333333333333,1.45631067961165,1.38888888888889,1.5,1.44827586206897,1.44444444444444,0,1.43333333333333
"ENSMUSG00000028040",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000028041",1.57241379310345,1.50354609929078,1.66666666666667,1.55,1.4954128440367,1.53846153846154,1.43877551020408,1.65384615384615,1.65957446808511,1.68831168831169,1.55555555555556,1.59440559440559,1.42857142857143,1,1.65
"ENSMUSG00000109293",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000028042",1.03030303030303,1.06896551724138,1.06896551724138,1,1.04347826086957,1,1.1,1.1,1.04651162790698,1.2,1,1.125,1,0,1
"ENSMUSG00000042642",1.26086956521739,1.21951219512195,1.06818181818182,1.44444444444444,1.08571428571429,1.11111111111111,1.15217391304348,1,1.14285714285714,1.15625,1.125,1.2037037037037,0,0,1.07692307692308
"ENSMUSG00000028044",1.2,1.23809523809524,1.1875,1.42857142857143,1.11764705882353,1,1.08333333333333,1,1.27586206896552,1,1,1.11538461538462,0,0,1.25
"ENSMUSG00000042626",1.17241379310345,1.05555555555556,1.0625,1,1,1,1,0,1.0952380952381,1.06666666666667,0,1.15384615384615,0,0,1
